XsensPlugin_processed_segments_Right Foot_pose_qw;XsensPlugin_processed_segments_Right Foot_pose_qx;XsensPlugin_processed_segments_Right Foot_pose_qy;XsensPlugin_processed_segments_Right Foot_pose_qz;XsensPlugin_processed_segments_Right Foot_pose_tx;XsensPlugin_processed_segments_Right Foot_pose_ty;XsensPlugin_processed_segments_Right Foot_pose_tz;t
0.732908;-0.00688495;0.0185228;0.68004;-0.842299;-0.694856;0.102988;3.295
0.732908;-0.00688495;0.0185228;0.68004;-0.842299;-0.694856;0.102988;3.3
0.733062;-0.00685412;0.0178522;0.679893;-0.842178;-0.694952;0.102914;3.305
0.733062;-0.00685412;0.0178522;0.679893;-0.842178;-0.694952;0.102914;3.31
0.733062;-0.00685412;0.0178522;0.679893;-0.842178;-0.694952;0.102914;3.315
0.733237;-0.00661534;0.0169896;0.679729;-0.841996;-0.695044;0.102838;3.32
0.733237;-0.00661534;0.0169896;0.679729;-0.841996;-0.695044;0.102838;3.325
0.733237;-0.00661534;0.0169896;0.679729;-0.841996;-0.695044;0.102838;3.33
0.733413;-0.00634933;0.0161868;0.679561;-0.84182;-0.695123;0.102846;3.335
0.733413;-0.00634933;0.0161868;0.679561;-0.84182;-0.695123;0.102846;3.34
0.733413;-0.00634933;0.0161868;0.679561;-0.84182;-0.695123;0.102846;3.345
0.733413;-0.00634933;0.0161868;0.679561;-0.84182;-0.695123;0.102846;3.35
0.733548;-0.00610286;0.0155871;0.679431;-0.841655;-0.695179;0.10297;3.355
0.733548;-0.00610286;0.0155871;0.679431;-0.841655;-0.695179;0.10297;3.36
0.733548;-0.00610286;0.0155871;0.679431;-0.841655;-0.695179;0.10297;3.365
0.733684;-0.00582915;0.0150473;0.679299;-0.841497;-0.695222;0.103177;3.37
0.733684;-0.00582915;0.0150473;0.679299;-0.841497;-0.695222;0.103177;3.375
0.733684;-0.00582915;0.0150473;0.679299;-0.841497;-0.695222;0.103177;3.38
0.733684;-0.00582915;0.0150473;0.679299;-0.841497;-0.695222;0.103177;3.385
0.733922;-0.00556863;0.0143904;0.679058;-0.841394;-0.695268;0.103451;3.39
