XsensPlugin_processed_segments_Left Foot_pose_qw;XsensPlugin_processed_segments_Left Foot_pose_qx;XsensPlugin_processed_segments_Left Foot_pose_qy;XsensPlugin_processed_segments_Left Foot_pose_qz;XsensPlugin_processed_segments_Left Foot_pose_tx;XsensPlugin_processed_segments_Left Foot_pose_ty;XsensPlugin_processed_segments_Left Foot_pose_tz;t
0.698537;0.0661258;0.010989;0.712428;-0.748272;-0.132593;0.106355;2.215
0.698284;0.0572392;0.00942393;0.713466;-0.749453;-0.134157;0.106278;2.22
0.698284;0.0572392;0.00942393;0.713466;-0.749453;-0.134157;0.106278;2.225
0.698284;0.0572392;0.00942393;0.713466;-0.749453;-0.134157;0.106278;2.23
0.698284;0.0572392;0.00942393;0.713466;-0.749453;-0.134157;0.106278;2.235
0.698048;0.0488244;0.00801683;0.714339;-0.750571;-0.135619;0.106132;2.24
0.698048;0.0488244;0.00801683;0.714339;-0.750571;-0.135619;0.106132;2.245
0.698002;0.040182;0.00628892;0.71494;-0.751646;-0.137154;0.105792;2.25
0.698002;0.040182;0.00628892;0.71494;-0.751646;-0.137154;0.105792;2.255
0.698002;0.040182;0.00628892;0.71494;-0.751646;-0.137154;0.105792;2.26
0.698002;0.040182;0.00628892;0.71494;-0.751646;-0.137154;0.105792;2.265
0.697982;0.0320133;0.00471934;0.715383;-0.752659;-0.138585;0.105383;2.27
0.697982;0.0320133;0.00471934;0.715383;-0.752659;-0.138585;0.105383;2.275
0.697982;0.0320133;0.00471934;0.715383;-0.752659;-0.138585;0.105383;2.28
0.69795;0.025702;0.00332448;0.715678;-0.753409;-0.139717;0.104996;2.285
0.69795;0.025702;0.00332448;0.715678;-0.753409;-0.139717;0.104996;2.29
0.69795;0.025702;0.00332448;0.715678;-0.753409;-0.139717;0.104996;2.295
0.69795;0.025702;0.00332448;0.715678;-0.753409;-0.139717;0.104996;2.3
0.697936;0.0221331;0.00210184;0.715815;-0.753763;-0.140422;0.104652;2.305
0.697936;0.0221331;0.00210184;0.715815;-0.753763;-0.140422;0.104652;2.31
0.697936;0.0221331;0.00210184;0.715815;-0.753763;-0.140422;0.104652;2.315
0.697955;0.0204237;0.00105426;0.71585;-0.753854;-0.140827;0.104331;2.32
