XsensPlugin_processed_segments_Right Foot_pose_qw;XsensPlugin_processed_segments_Right Foot_pose_qx;XsensPlugin_processed_segments_Right Foot_pose_qy;XsensPlugin_processed_segments_Right Foot_pose_qz;XsensPlugin_processed_segments_Right Foot_pose_tx;XsensPlugin_processed_segments_Right Foot_pose_ty;XsensPlugin_processed_segments_Right Foot_pose_tz;t
0.850986;-0.16495;-0.32076;0.381742;-1.26161;0.962746;0.190803;3.54
0.850986;-0.16495;-0.32076;0.381742;-1.26161;0.962746;0.190803;3.545
0.850986;-0.16495;-0.32076;0.381742;-1.26161;0.962746;0.190803;3.55
0.83481;-0.185525;-0.350384;0.381973;-1.24886;0.950736;0.199768;3.555
0.83481;-0.185525;-0.350384;0.381973;-1.24886;0.950736;0.199768;3.56
0.83481;-0.185525;-0.350384;0.381973;-1.24886;0.950736;0.199768;3.565
0.821089;-0.19972;-0.371117;0.384963;-1.23552;0.937788;0.207562;3.57
0.821089;-0.19972;-0.371117;0.384963;-1.23552;0.937788;0.207562;3.575
0.821089;-0.19972;-0.371117;0.384963;-1.23552;0.937788;0.207562;3.58
0.811619;-0.20444;-0.380293;0.393517;-1.22186;0.923812;0.213928;3.585
0.811619;-0.20444;-0.380293;0.393517;-1.22186;0.923812;0.213928;3.59
0.811619;-0.20444;-0.380293;0.393517;-1.22186;0.923812;0.213928;3.595
0.805767;-0.203034;-0.381056;0.405355;-1.20761;0.908899;0.219123;3.6
0.805767;-0.203034;-0.381056;0.405355;-1.20761;0.908899;0.219123;3.605
0.805767;-0.203034;-0.381056;0.405355;-1.20761;0.908899;0.219123;3.61
0.805767;-0.203034;-0.381056;0.405355;-1.20761;0.908899;0.219123;3.615
0.803876;-0.198993;-0.37736;0.41447;-1.19261;0.8926;0.222592;3.62
0.803876;-0.198993;-0.37736;0.41447;-1.19261;0.8926;0.222592;3.625
0.803876;-0.198993;-0.37736;0.41447;-1.19261;0.8926;0.222592;3.63
0.806798;-0.192682;-0.370124;0.41828;-1.1772;0.874671;0.224312;3.635
